#name,type,value
43_100,fx64c,0.43000000000000000000
44_100,fx64c,0.44000000000000000000
45_100,fx64c,0.45000000000000000000
46_100,fx64c,0.46000000000000000000
47_100,fx64c,0.47000000000000000000
48_100,fx64c,0.48000000000000000000
49_100,fx64c,0.49000000000000000000
50_100,fx64c,0.50000000000000000000
51_100,fx64c,0.51000000000000000000
52_100,fx64c,0.52000000000000000000
53_100,fx64c,0.53000000000000000000
54_100,fx64c,0.54000000000000000000
55_100,fx64c,0.55000000000000000000
56_100,fx64c,0.56000000000000000000
57_100,fx64c,0.57000000000000000000
58_100,fx64c,0.58000000000000000000
59_100,fx64c,0.59000000000000000000
60_100,fx64c,0.60000000000000000000
61_100,fx64c,0.61000000000000000000
62_100,fx64c,0.62000000000000000000
63_100,fx64c,0.63000000000000000000
64_100,fx64c,0.64000000000000000000
65_100,fx64c,0.65000000000000000000
66_100,fx64c,0.66000000000000000000
67_100,fx64c,0.67000000000000000000
68_100,fx64c,0.68000000000000000000
69_100,fx64c,0.69000000000000000000
70_100,fx64c,0.70000000000000000000
71_100,fx64c,0.71000000000000000000
72_100,fx64c,0.72000000000000000000
73_100,fx64c,0.73000000000000000000
74_100,fx64c,0.74000000000000000000
75_100,fx64c,0.75000000000000000000
76_100,fx64c,0.76000000000000000000
77_100,fx64c,0.77000000000000000000
78_100,fx64c,0.78000000000000000000
79_100,fx64c,0.79000000000000000000
80_100,fx64c,0.80000000000000000000
81_100,fx64c,0.81000000000000000000
82_100,fx64c,0.82000000000000000000
83_100,fx64c,0.83000000000000000000
84_100,fx64c,0.84000000000000000000
85_100,fx64c,0.85000000000000000000
86_100,fx64c,0.86000000000000000000
87_100,fx64c,0.87000000000000000000
88_100,fx64c,0.88000000000000000000
89_100,fx64c,0.89000000000000000000
90_100,fx64c,0.90000000000000000000
91_100,fx64c,0.91000000000000000000
92_100,fx64c,0.92000000000000000000
93_100,fx64c,0.93000000000000000000
94_100,fx64c,0.94000000000000000000
95_100,fx64c,0.95000000000000000000
96_100,fx64c,0.96000000000000000000
97_100,fx64c,0.97000000000000000000
98_100,fx64c,0.98000000000000000000
99_100,fx64c,0.99000000000000000000
ONE,fx64c,1.00000000000000000000
HALF,fx64c,0.50000000000000000000
ONE,fx32,1.00000000000000000000
HALF,fx32,0.50000000000000000000
SQRT2,fx32,1.41421356237309504880
SQRT1_2,fx32,0.70710678118654752440
SQRT3,fx32,1.73205080756887719000
SQRT1_3,fx32,0.57735026918962576450914878050196
ONE,fx16,1.00000000000000000000
HALF,fx16,0.50000000000000000000
SQRT2,fx16,1.41421356237309504880
SQRT1_2,fx16,0.70710678118654752440
SQRT3,fx16,1.73205080756887719000
SQRT1_3,fx16,0.57735026918962576450914878050196
SIN0,fx32,0
SIN1,fx32,0.0174524064372835
SIN2,fx32,0.034899496702501
SIN3,fx32,0.0523359562429438
SIN4,fx32,0.0697564737441253
SIN5,fx32,0.0871557427476582
SIN6,fx32,0.104528463267653
SIN7,fx32,0.121869343405147
SIN8,fx32,0.139173100960065
SIN9,fx32,0.156434465040231
SIN10,fx32,0.17364817766693
SIN11,fx32,0.190808995376545
SIN12,fx32,0.207911690817759
SIN13,fx32,0.224951054343865
SIN14,fx32,0.241921895599668
SIN15,fx32,0.258819045102521
SIN16,fx32,0.275637355816999
SIN17,fx32,0.292371704722737
SIN18,fx32,0.309016994374947
SIN19,fx32,0.325568154457157
SIN20,fx32,0.342020143325669
SIN21,fx32,0.3583679495453
SIN22,fx32,0.374606593415912
SIN23,fx32,0.390731128489274
SIN24,fx32,0.4067366430758
SIN25,fx32,0.422618261740699
SIN26,fx32,0.438371146789077
SIN27,fx32,0.453990499739547
SIN28,fx32,0.469471562785891
SIN29,fx32,0.484809620246337
SIN30,fx32,0.5
SIN31,fx32,0.515038074910054
SIN32,fx32,0.529919264233205
SIN33,fx32,0.544639035015027
SIN34,fx32,0.559192903470747
SIN35,fx32,0.573576436351046
SIN36,fx32,0.587785252292473
SIN37,fx32,0.601815023152048
SIN38,fx32,0.615661475325658
SIN39,fx32,0.629320391049837
SIN40,fx32,0.642787609686539
SIN41,fx32,0.656059028990507
SIN42,fx32,0.669130606358858
SIN43,fx32,0.681998360062498
SIN44,fx32,0.694658370458997
SIN45,fx32,0.707106781186547
SIN46,fx32,0.719339800338651
SIN47,fx32,0.73135370161917
SIN48,fx32,0.743144825477394
SIN49,fx32,0.754709580222772
SIN50,fx32,0.766044443118978
SIN51,fx32,0.777145961456971
SIN52,fx32,0.788010753606722
SIN53,fx32,0.798635510047293
SIN54,fx32,0.809016994374947
SIN55,fx32,0.819152044288992
SIN56,fx32,0.829037572555042
SIN57,fx32,0.838670567945424
SIN58,fx32,0.848048096156426
SIN59,fx32,0.857167300702112
SIN60,fx32,0.866025403784439
SIN61,fx32,0.874619707139396
SIN62,fx32,0.882947592858927
SIN63,fx32,0.891006524188368
SIN64,fx32,0.898794046299167
SIN65,fx32,0.90630778703665
SIN66,fx32,0.913545457642601
SIN67,fx32,0.92050485345244
SIN68,fx32,0.927183854566787
SIN69,fx32,0.933580426497202
SIN70,fx32,0.939692620785908
SIN71,fx32,0.945518575599317
SIN72,fx32,0.951056516295154
SIN73,fx32,0.956304755963035
SIN74,fx32,0.961261695938319
SIN75,fx32,0.965925826289068
SIN76,fx32,0.970295726275996
SIN77,fx32,0.974370064785235
SIN78,fx32,0.978147600733806
SIN79,fx32,0.981627183447664
SIN80,fx32,0.984807753012208
SIN81,fx32,0.987688340595138
SIN82,fx32,0.99026806874157
SIN83,fx32,0.992546151641322
SIN84,fx32,0.994521895368273
SIN85,fx32,0.996194698091746
SIN86,fx32,0.997564050259824
SIN87,fx32,0.998629534754574
SIN88,fx32,0.999390827019096
SIN89,fx32,0.999847695156391
SIN90,fx32,1
SIN91,fx32,0.999847695156391
SIN92,fx32,0.999390827019096
SIN93,fx32,0.998629534754574
SIN94,fx32,0.997564050259824
SIN95,fx32,0.996194698091746
SIN96,fx32,0.994521895368273
SIN97,fx32,0.992546151641322
SIN98,fx32,0.99026806874157
SIN99,fx32,0.987688340595138
SIN100,fx32,0.984807753012208
SIN101,fx32,0.981627183447664
SIN102,fx32,0.978147600733806
SIN103,fx32,0.974370064785235
SIN104,fx32,0.970295726275996
SIN105,fx32,0.965925826289068
SIN106,fx32,0.961261695938319
SIN107,fx32,0.956304755963036
SIN108,fx32,0.951056516295154
SIN109,fx32,0.945518575599317
SIN110,fx32,0.939692620785908
SIN111,fx32,0.933580426497202
SIN112,fx32,0.927183854566787
SIN113,fx32,0.92050485345244
SIN114,fx32,0.913545457642601
SIN115,fx32,0.90630778703665
SIN116,fx32,0.898794046299167
SIN117,fx32,0.891006524188368
SIN118,fx32,0.882947592858927
SIN119,fx32,0.874619707139396
SIN120,fx32,0.866025403784439
SIN121,fx32,0.857167300702112
SIN122,fx32,0.848048096156426
SIN123,fx32,0.838670567945424
SIN124,fx32,0.829037572555042
SIN125,fx32,0.819152044288992
SIN126,fx32,0.809016994374947
SIN127,fx32,0.798635510047293
SIN128,fx32,0.788010753606722
SIN129,fx32,0.777145961456971
SIN130,fx32,0.766044443118978
SIN131,fx32,0.754709580222772
SIN132,fx32,0.743144825477394
SIN133,fx32,0.731353701619171
SIN134,fx32,0.719339800338651
SIN135,fx32,0.707106781186548
SIN136,fx32,0.694658370458997
SIN137,fx32,0.681998360062498
SIN138,fx32,0.669130606358858
SIN139,fx32,0.656059028990507
SIN140,fx32,0.642787609686539
SIN141,fx32,0.629320391049837
SIN142,fx32,0.615661475325658
SIN143,fx32,0.601815023152048
SIN144,fx32,0.587785252292473
SIN145,fx32,0.573576436351046
SIN146,fx32,0.559192903470747
SIN147,fx32,0.544639035015027
SIN148,fx32,0.529919264233205
SIN149,fx32,0.515038074910054
SIN150,fx32,0.5
SIN151,fx32,0.484809620246337
SIN152,fx32,0.469471562785891
SIN153,fx32,0.453990499739547
SIN154,fx32,0.438371146789077
SIN155,fx32,0.422618261740699
SIN156,fx32,0.4067366430758
SIN157,fx32,0.390731128489274
SIN158,fx32,0.374606593415912
SIN159,fx32,0.3583679495453
SIN160,fx32,0.342020143325669
SIN161,fx32,0.325568154457157
SIN162,fx32,0.309016994374948
SIN163,fx32,0.292371704722737
SIN164,fx32,0.275637355816999
SIN165,fx32,0.258819045102521
SIN166,fx32,0.241921895599668
SIN167,fx32,0.224951054343865
SIN168,fx32,0.207911690817759
SIN169,fx32,0.190808995376545
SIN170,fx32,0.17364817766693
SIN171,fx32,0.156434465040231
SIN172,fx32,0.139173100960065
SIN173,fx32,0.121869343405148
SIN174,fx32,0.104528463267654
SIN175,fx32,0.0871557427476582
SIN176,fx32,0.0697564737441255
SIN177,fx32,0.0523359562429438
SIN178,fx32,0.0348994967025011
SIN179,fx32,0.0174524064372834
SIN180,fx32,1.22464679914735e-16
SIN181,fx32,-0.0174524064372836
SIN182,fx32,-0.0348994967025009
SIN183,fx32,-0.0523359562429436
SIN184,fx32,-0.0697564737441253
SIN185,fx32,-0.0871557427476579
SIN186,fx32,-0.104528463267653
SIN187,fx32,-0.121869343405147
SIN188,fx32,-0.139173100960066
SIN189,fx32,-0.156434465040231
SIN190,fx32,-0.17364817766693
SIN191,fx32,-0.190808995376545
SIN192,fx32,-0.20791169081776
SIN193,fx32,-0.224951054343865
SIN194,fx32,-0.241921895599668
SIN195,fx32,-0.258819045102521
SIN196,fx32,-0.275637355816999
SIN197,fx32,-0.292371704722737
SIN198,fx32,-0.309016994374947
SIN199,fx32,-0.325568154457157
SIN200,fx32,-0.342020143325669
SIN201,fx32,-0.3583679495453
SIN202,fx32,-0.374606593415912
SIN203,fx32,-0.390731128489274
SIN204,fx32,-0.4067366430758
SIN205,fx32,-0.422618261740699
SIN206,fx32,-0.438371146789077
SIN207,fx32,-0.453990499739547
SIN208,fx32,-0.469471562785891
SIN209,fx32,-0.484809620246337
SIN210,fx32,-0.5
SIN211,fx32,-0.515038074910054
SIN212,fx32,-0.529919264233205
SIN213,fx32,-0.544639035015027
SIN214,fx32,-0.559192903470747
SIN215,fx32,-0.573576436351046
SIN216,fx32,-0.587785252292473
SIN217,fx32,-0.601815023152048
SIN218,fx32,-0.615661475325658
SIN219,fx32,-0.629320391049838
SIN220,fx32,-0.642787609686539
SIN221,fx32,-0.656059028990507
SIN222,fx32,-0.669130606358858
SIN223,fx32,-0.681998360062498
SIN224,fx32,-0.694658370458997
SIN225,fx32,-0.707106781186547
SIN226,fx32,-0.719339800338651
SIN227,fx32,-0.73135370161917
SIN228,fx32,-0.743144825477394
SIN229,fx32,-0.754709580222772
SIN230,fx32,-0.766044443118978
SIN231,fx32,-0.777145961456971
SIN232,fx32,-0.788010753606722
SIN233,fx32,-0.798635510047293
SIN234,fx32,-0.809016994374947
SIN235,fx32,-0.819152044288992
SIN236,fx32,-0.829037572555042
SIN237,fx32,-0.838670567945424
SIN238,fx32,-0.848048096156426
SIN239,fx32,-0.857167300702112
SIN240,fx32,-0.866025403784438
SIN241,fx32,-0.874619707139396
SIN242,fx32,-0.882947592858927
SIN243,fx32,-0.891006524188368
SIN244,fx32,-0.898794046299167
SIN245,fx32,-0.90630778703665
SIN246,fx32,-0.913545457642601
SIN247,fx32,-0.92050485345244
SIN248,fx32,-0.927183854566787
SIN249,fx32,-0.933580426497202
SIN250,fx32,-0.939692620785908
SIN251,fx32,-0.945518575599317
SIN252,fx32,-0.951056516295154
SIN253,fx32,-0.956304755963035
SIN254,fx32,-0.961261695938319
SIN255,fx32,-0.965925826289068
SIN256,fx32,-0.970295726275996
SIN257,fx32,-0.974370064785235
SIN258,fx32,-0.978147600733806
SIN259,fx32,-0.981627183447664
SIN260,fx32,-0.984807753012208
SIN261,fx32,-0.987688340595138
SIN262,fx32,-0.99026806874157
SIN263,fx32,-0.992546151641322
SIN264,fx32,-0.994521895368273
SIN265,fx32,-0.996194698091746
SIN266,fx32,-0.997564050259824
SIN267,fx32,-0.998629534754574
SIN268,fx32,-0.999390827019096
SIN269,fx32,-0.999847695156391
SIN270,fx32,-1
SIN271,fx32,-0.999847695156391
SIN272,fx32,-0.999390827019096
SIN273,fx32,-0.998629534754574
SIN274,fx32,-0.997564050259824
SIN275,fx32,-0.996194698091746
SIN276,fx32,-0.994521895368273
SIN277,fx32,-0.992546151641322
SIN278,fx32,-0.99026806874157
SIN279,fx32,-0.987688340595138
SIN280,fx32,-0.984807753012208
SIN281,fx32,-0.981627183447664
SIN282,fx32,-0.978147600733806
SIN283,fx32,-0.974370064785235
SIN284,fx32,-0.970295726275997
SIN285,fx32,-0.965925826289068
SIN286,fx32,-0.961261695938319
SIN287,fx32,-0.956304755963035
SIN288,fx32,-0.951056516295154
SIN289,fx32,-0.945518575599317
SIN290,fx32,-0.939692620785908
SIN291,fx32,-0.933580426497202
SIN292,fx32,-0.927183854566787
SIN293,fx32,-0.92050485345244
SIN294,fx32,-0.913545457642601
SIN295,fx32,-0.90630778703665
SIN296,fx32,-0.898794046299167
SIN297,fx32,-0.891006524188368
SIN298,fx32,-0.882947592858927
SIN299,fx32,-0.874619707139396
SIN300,fx32,-0.866025403784439
SIN301,fx32,-0.857167300702112
SIN302,fx32,-0.848048096156426
SIN303,fx32,-0.838670567945424
SIN304,fx32,-0.829037572555042
SIN305,fx32,-0.819152044288992
SIN306,fx32,-0.809016994374948
SIN307,fx32,-0.798635510047293
SIN308,fx32,-0.788010753606722
SIN309,fx32,-0.777145961456971
SIN310,fx32,-0.766044443118978
SIN311,fx32,-0.754709580222772
SIN312,fx32,-0.743144825477395
SIN313,fx32,-0.73135370161917
SIN314,fx32,-0.719339800338651
SIN315,fx32,-0.707106781186548
SIN316,fx32,-0.694658370458998
SIN317,fx32,-0.681998360062498
SIN318,fx32,-0.669130606358858
SIN319,fx32,-0.656059028990507
SIN320,fx32,-0.64278760968654
SIN321,fx32,-0.629320391049838
SIN322,fx32,-0.615661475325658
SIN323,fx32,-0.601815023152048
SIN324,fx32,-0.587785252292473
SIN325,fx32,-0.573576436351046
SIN326,fx32,-0.559192903470747
SIN327,fx32,-0.544639035015027
SIN328,fx32,-0.529919264233205
SIN329,fx32,-0.515038074910054
SIN330,fx32,-0.5
SIN331,fx32,-0.484809620246337
SIN332,fx32,-0.469471562785891
SIN333,fx32,-0.453990499739547
SIN334,fx32,-0.438371146789078
SIN335,fx32,-0.422618261740699
SIN336,fx32,-0.4067366430758
SIN337,fx32,-0.390731128489274
SIN338,fx32,-0.374606593415912
SIN339,fx32,-0.358367949545301
SIN340,fx32,-0.342020143325669
SIN341,fx32,-0.325568154457157
SIN342,fx32,-0.309016994374948
SIN343,fx32,-0.292371704722737
SIN344,fx32,-0.275637355816999
SIN345,fx32,-0.258819045102521
SIN346,fx32,-0.241921895599668
SIN347,fx32,-0.224951054343865
SIN348,fx32,-0.20791169081776
SIN349,fx32,-0.190808995376545
SIN350,fx32,-0.17364817766693
SIN351,fx32,-0.156434465040231
SIN352,fx32,-0.139173100960066
SIN353,fx32,-0.121869343405147
SIN354,fx32,-0.104528463267653
SIN355,fx32,-0.0871557427476583
SIN356,fx32,-0.0697564737441256
SIN357,fx32,-0.0523359562429444
SIN358,fx32,-0.0348994967025008
SIN359,fx32,-0.0174524064372836
COS0,fx32,1
COS1,fx32,0.999847695156391
COS2,fx32,0.999390827019096
COS3,fx32,0.998629534754574
COS4,fx32,0.997564050259824
COS5,fx32,0.996194698091746
COS6,fx32,0.994521895368273
COS7,fx32,0.992546151641322
COS8,fx32,0.99026806874157
COS9,fx32,0.987688340595138
COS10,fx32,0.984807753012208
COS11,fx32,0.981627183447664
COS12,fx32,0.978147600733806
COS13,fx32,0.974370064785235
COS14,fx32,0.970295726275996
COS15,fx32,0.965925826289068
COS16,fx32,0.961261695938319
COS17,fx32,0.956304755963035
COS18,fx32,0.951056516295154
COS19,fx32,0.945518575599317
COS20,fx32,0.939692620785908
COS21,fx32,0.933580426497202
COS22,fx32,0.927183854566787
COS23,fx32,0.92050485345244
COS24,fx32,0.913545457642601
COS25,fx32,0.90630778703665
COS26,fx32,0.898794046299167
COS27,fx32,0.891006524188368
COS28,fx32,0.882947592858927
COS29,fx32,0.874619707139396
COS30,fx32,0.866025403784439
COS31,fx32,0.857167300702112
COS32,fx32,0.848048096156426
COS33,fx32,0.838670567945424
COS34,fx32,0.829037572555042
COS35,fx32,0.819152044288992
COS36,fx32,0.809016994374947
COS37,fx32,0.798635510047293
COS38,fx32,0.788010753606722
COS39,fx32,0.777145961456971
COS40,fx32,0.766044443118978
COS41,fx32,0.754709580222772
COS42,fx32,0.743144825477394
COS43,fx32,0.73135370161917
COS44,fx32,0.719339800338651
COS45,fx32,0.707106781186548
COS46,fx32,0.694658370458997
COS47,fx32,0.681998360062498
COS48,fx32,0.669130606358858
COS49,fx32,0.656059028990507
COS50,fx32,0.642787609686539
COS51,fx32,0.629320391049838
COS52,fx32,0.615661475325658
COS53,fx32,0.601815023152048
COS54,fx32,0.587785252292473
COS55,fx32,0.573576436351046
COS56,fx32,0.559192903470747
COS57,fx32,0.544639035015027
COS58,fx32,0.529919264233205
COS59,fx32,0.515038074910054
COS60,fx32,0.5
COS61,fx32,0.484809620246337
COS62,fx32,0.469471562785891
COS63,fx32,0.453990499739547
COS64,fx32,0.438371146789077
COS65,fx32,0.422618261740699
COS66,fx32,0.4067366430758
COS67,fx32,0.390731128489274
COS68,fx32,0.374606593415912
COS69,fx32,0.3583679495453
COS70,fx32,0.342020143325669
COS71,fx32,0.325568154457157
COS72,fx32,0.309016994374947
COS73,fx32,0.292371704722737
COS74,fx32,0.275637355816999
COS75,fx32,0.258819045102521
COS76,fx32,0.241921895599668
COS77,fx32,0.224951054343865
COS78,fx32,0.207911690817759
COS79,fx32,0.190808995376545
COS80,fx32,0.17364817766693
COS81,fx32,0.156434465040231
COS82,fx32,0.139173100960065
COS83,fx32,0.121869343405147
COS84,fx32,0.104528463267653
COS85,fx32,0.0871557427476581
COS86,fx32,0.0697564737441252
COS87,fx32,0.052335956242944
COS88,fx32,0.0348994967025011
COS89,fx32,0.0174524064372836
COS90,fx32,6.12323399573677e-17
COS91,fx32,-0.0174524064372835
COS92,fx32,-0.034899496702501
COS93,fx32,-0.0523359562429438
COS94,fx32,-0.0697564737441253
COS95,fx32,-0.0871557427476582
COS96,fx32,-0.104528463267654
COS97,fx32,-0.121869343405147
COS98,fx32,-0.139173100960065
COS99,fx32,-0.156434465040231
COS100,fx32,-0.17364817766693
COS101,fx32,-0.190808995376545
COS102,fx32,-0.207911690817759
COS103,fx32,-0.224951054343865
COS104,fx32,-0.241921895599668
COS105,fx32,-0.258819045102521
COS106,fx32,-0.275637355816999
COS107,fx32,-0.292371704722737
COS108,fx32,-0.309016994374947
COS109,fx32,-0.325568154457157
COS110,fx32,-0.342020143325669
COS111,fx32,-0.3583679495453
COS112,fx32,-0.374606593415912
COS113,fx32,-0.390731128489274
COS114,fx32,-0.4067366430758
COS115,fx32,-0.422618261740699
COS116,fx32,-0.438371146789078
COS117,fx32,-0.453990499739547
COS118,fx32,-0.469471562785891
COS119,fx32,-0.484809620246337
COS120,fx32,-0.5
COS121,fx32,-0.515038074910054
COS122,fx32,-0.529919264233205
COS123,fx32,-0.544639035015027
COS124,fx32,-0.559192903470747
COS125,fx32,-0.573576436351046
COS126,fx32,-0.587785252292473
COS127,fx32,-0.601815023152048
COS128,fx32,-0.615661475325658
COS129,fx32,-0.629320391049837
COS130,fx32,-0.642787609686539
COS131,fx32,-0.656059028990507
COS132,fx32,-0.669130606358858
COS133,fx32,-0.681998360062498
COS134,fx32,-0.694658370458997
COS135,fx32,-0.707106781186547
COS136,fx32,-0.719339800338651
COS137,fx32,-0.73135370161917
COS138,fx32,-0.743144825477394
COS139,fx32,-0.754709580222772
COS140,fx32,-0.766044443118978
COS141,fx32,-0.777145961456971
COS142,fx32,-0.788010753606722
COS143,fx32,-0.798635510047293
COS144,fx32,-0.809016994374947
COS145,fx32,-0.819152044288992
COS146,fx32,-0.829037572555042
COS147,fx32,-0.838670567945424
COS148,fx32,-0.848048096156426
COS149,fx32,-0.857167300702112
COS150,fx32,-0.866025403784439
COS151,fx32,-0.874619707139396
COS152,fx32,-0.882947592858927
COS153,fx32,-0.891006524188368
COS154,fx32,-0.898794046299167
COS155,fx32,-0.90630778703665
COS156,fx32,-0.913545457642601
COS157,fx32,-0.92050485345244
COS158,fx32,-0.927183854566787
COS159,fx32,-0.933580426497202
COS160,fx32,-0.939692620785908
COS161,fx32,-0.945518575599317
COS162,fx32,-0.951056516295154
COS163,fx32,-0.956304755963036
COS164,fx32,-0.961261695938319
COS165,fx32,-0.965925826289068
COS166,fx32,-0.970295726275996
COS167,fx32,-0.974370064785235
COS168,fx32,-0.978147600733806
COS169,fx32,-0.981627183447664
COS170,fx32,-0.984807753012208
COS171,fx32,-0.987688340595138
COS172,fx32,-0.99026806874157
COS173,fx32,-0.992546151641322
COS174,fx32,-0.994521895368273
COS175,fx32,-0.996194698091746
COS176,fx32,-0.997564050259824
COS177,fx32,-0.998629534754574
COS178,fx32,-0.999390827019096
COS179,fx32,-0.999847695156391
COS180,fx32,-1
COS181,fx32,-0.999847695156391
COS182,fx32,-0.999390827019096
COS183,fx32,-0.998629534754574
COS184,fx32,-0.997564050259824
COS185,fx32,-0.996194698091746
COS186,fx32,-0.994521895368273
COS187,fx32,-0.992546151641322
COS188,fx32,-0.99026806874157
COS189,fx32,-0.987688340595138
COS190,fx32,-0.984807753012208
COS191,fx32,-0.981627183447664
COS192,fx32,-0.978147600733806
COS193,fx32,-0.974370064785235
COS194,fx32,-0.970295726275996
COS195,fx32,-0.965925826289068
COS196,fx32,-0.961261695938319
COS197,fx32,-0.956304755963035
COS198,fx32,-0.951056516295154
COS199,fx32,-0.945518575599317
COS200,fx32,-0.939692620785908
COS201,fx32,-0.933580426497202
COS202,fx32,-0.927183854566787
COS203,fx32,-0.92050485345244
COS204,fx32,-0.913545457642601
COS205,fx32,-0.90630778703665
COS206,fx32,-0.898794046299167
COS207,fx32,-0.891006524188368
COS208,fx32,-0.882947592858927
COS209,fx32,-0.874619707139396
COS210,fx32,-0.866025403784439
COS211,fx32,-0.857167300702112
COS212,fx32,-0.848048096156426
COS213,fx32,-0.838670567945424
COS214,fx32,-0.829037572555042
COS215,fx32,-0.819152044288992
COS216,fx32,-0.809016994374948
COS217,fx32,-0.798635510047293
COS218,fx32,-0.788010753606722
COS219,fx32,-0.777145961456971
COS220,fx32,-0.766044443118978
COS221,fx32,-0.754709580222772
COS222,fx32,-0.743144825477394
COS223,fx32,-0.731353701619171
COS224,fx32,-0.719339800338651
COS225,fx32,-0.707106781186548
COS226,fx32,-0.694658370458997
COS227,fx32,-0.681998360062499
COS228,fx32,-0.669130606358858
COS229,fx32,-0.656059028990507
COS230,fx32,-0.642787609686539
COS231,fx32,-0.629320391049838
COS232,fx32,-0.615661475325658
COS233,fx32,-0.601815023152048
COS234,fx32,-0.587785252292473
COS235,fx32,-0.573576436351046
COS236,fx32,-0.559192903470747
COS237,fx32,-0.544639035015027
COS238,fx32,-0.529919264233205
COS239,fx32,-0.515038074910054
COS240,fx32,-0.5
COS241,fx32,-0.484809620246337
COS242,fx32,-0.469471562785891
COS243,fx32,-0.453990499739547
COS244,fx32,-0.438371146789078
COS245,fx32,-0.422618261740699
COS246,fx32,-0.4067366430758
COS247,fx32,-0.390731128489274
COS248,fx32,-0.374606593415912
COS249,fx32,-0.358367949545301
COS250,fx32,-0.342020143325669
COS251,fx32,-0.325568154457157
COS252,fx32,-0.309016994374948
COS253,fx32,-0.292371704722737
COS254,fx32,-0.275637355816999
COS255,fx32,-0.258819045102521
COS256,fx32,-0.241921895599668
COS257,fx32,-0.224951054343865
COS258,fx32,-0.20791169081776
COS259,fx32,-0.190808995376545
COS260,fx32,-0.17364817766693
COS261,fx32,-0.156434465040231
COS262,fx32,-0.139173100960066
COS263,fx32,-0.121869343405147
COS264,fx32,-0.104528463267653
COS265,fx32,-0.0871557427476582
COS266,fx32,-0.0697564737441256
COS267,fx32,-0.0523359562429443
COS268,fx32,-0.0348994967025008
COS269,fx32,-0.0174524064372835
COS270,fx32,-1.83697019872103e-16
COS271,fx32,0.0174524064372831
COS272,fx32,0.0348994967025013
COS273,fx32,0.0523359562429439
COS274,fx32,0.0697564737441252
COS275,fx32,0.0871557427476579
COS276,fx32,0.104528463267653
COS277,fx32,0.121869343405148
COS278,fx32,0.139173100960065
COS279,fx32,0.156434465040231
COS280,fx32,0.17364817766693
COS281,fx32,0.190808995376545
COS282,fx32,0.207911690817759
COS283,fx32,0.224951054343865
COS284,fx32,0.241921895599667
COS285,fx32,0.25881904510252
COS286,fx32,0.275637355816999
COS287,fx32,0.292371704722737
COS288,fx32,0.309016994374947
COS289,fx32,0.325568154457156
COS290,fx32,0.342020143325669
COS291,fx32,0.3583679495453
COS292,fx32,0.374606593415912
COS293,fx32,0.390731128489273
COS294,fx32,0.4067366430758
COS295,fx32,0.4226182617407
