mapname,rate_walk,rate_surf,rate_smash,rate_oldrod,rate_goodrod,rate_superrod,land_lvl0,land_lvl1,land_lvl2,land_lvl3,land_lvl4,land_lvl5,land_lvl6,land_lvl7,land_lvl8,land_lvl9,land_lvl10,land_lvl11,land_species_morn0,land_species_morn1,land_species_morn2,land_species_morn3,land_species_morn4,land_species_morn5,land_species_morn6,land_species_morn7,land_species_morn8,land_species_morn9,land_species_morn10,land_species_morn11,land_species_day0,land_species_day1,land_species_day2,land_species_day3,land_species_day4,land_species_day5,land_species_day6,land_species_day7,land_species_day8,land_species_day9,land_species_day10,land_species_day11,land_species_nite0,land_species_nite1,land_species_nite2,land_species_nite3,land_species_nite4,land_species_nite5,land_species_nite6,land_species_nite7,land_species_nite8,land_species_nite9,land_species_nite10,land_species_nite11,hoenn1,hoenn2,sinnoh1,sinnoh2,lvl_min_surf0,lvl_max_surf0,species_surf0,lvl_min_surf1,lvl_max_surf1,species_surf1,lvl_min_surf2,lvl_max_surf2,species_surf2,lvl_min_surf3,lvl_max_surf3,species_surf3,lvl_min_surf4,lvl_max_surf4,species_surf4,lvl_min_smash0,lvl_max_smash0,species_smash0,lvl_min_smash1,lvl_max_smash1,species_smash1,lvl_min_oldrod0,lvl_max_oldrod0,species_oldrod0,lvl_min_oldrod1,lvl_max_oldrod1,species_oldrod1,lvl_min_oldrod2,lvl_max_oldrod2,species_oldrod2,lvl_min_oldrod3,lvl_max_oldrod3,species_oldrod3,lvl_min_oldrod4,lvl_max_oldrod4,species_oldrod4,lvl_min_goodrod0,lvl_max_goodrod0,species_goodrod0,lvl_min_goodrod1,lvl_max_goodrod1,species_goodrod1,lvl_min_goodrod2,lvl_max_goodrod2,species_goodrod2,lvl_min_goodrod3,lvl_max_goodrod3,species_goodrod3,lvl_min_goodrod4,lvl_max_goodrod4,species_goodrod4,lvl_min_superrod0,lvl_max_superrod0,species_superrod0,lvl_min_superrod1,lvl_max_superrod1,species_superrod1,lvl_min_superrod2,lvl_max_superrod2,species_superrod2,lvl_min_superrod3,lvl_max_superrod3,species_superrod3,lvl_min_superrod4,lvl_max_superrod4,species_superrod4,swarm_species0,swarm_species1,swarm_species2,swarm_species3
D24R0205,15,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_UNOWN,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D24R0216,15,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_UNOWN,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D24R0218,15,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_UNOWN,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D24R0217,15,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_UNOWN,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D25R0101,10,15,0,25,50,75,6,6,6,6,5,5,4,4,7,6,7,6,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_WOOPER,15,25,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_GEODUDE,SPECIES_WOOPER,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D25R0102,15,15,0,25,50,75,8,8,8,8,7,7,8,8,9,6,9,6,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_WOOPER,15,25,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,10,20,SPECIES_QUAGSIRE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_GEODUDE,SPECIES_WOOPER,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D25R0103,15,15,0,25,50,75,22,22,22,22,22,22,21,21,20,23,20,23,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_GOLBAT,SPECIES_GOLBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_GOLBAT,SPECIES_GOLBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_ZUBAT,SPECIES_RATICATE,SPECIES_GOLBAT,SPECIES_GOLBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_RATTATA,SPECIES_ONIX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_TENTACOOL,15,25,SPECIES_QUAGSIRE,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_CORSOLA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_CORSOLA,40,40,SPECIES_KRABBY,40,40,SPECIES_KINGLER,40,40,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_TENTACOOL,SPECIES_STARYU,SPECIES_MAGIKARP
R33,25,0,0,0,0,0,6,7,6,7,6,6,6,6,8,4,8,4,SPECIES_HOPPIP,SPECIES_EKANS,SPECIES_HOPPIP,SPECIES_EKANS,SPECIES_SPEAROW,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_HOPPIP,SPECIES_ZUBAT,SPECIES_HOPPIP,SPECIES_ZUBAT,SPECIES_HOPPIP,SPECIES_EKANS,SPECIES_HOPPIP,SPECIES_EKANS,SPECIES_SPEAROW,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_HOPPIP,SPECIES_RATTATA,SPECIES_HOPPIP,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_EKANS,SPECIES_ZUBAT,SPECIES_EKANS,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_HOPPIP,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D26R0102,5,10,0,25,50,75,5,6,5,6,7,7,6,6,8,8,8,8,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_SLOWPOKE,15,25,SPECIES_SLOWPOKE,5,15,SPECIES_SLOWPOKE,5,15,SPECIES_SLOWPOKE,5,15,SPECIES_SLOWPOKE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D26R0103,15,10,0,25,50,75,21,23,21,23,19,19,21,21,23,23,23,23,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_GOLBAT,SPECIES_SLOWPOKE,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_SLOWPOKE,15,25,SPECIES_SLOWPOKE,15,25,SPECIES_SLOWBRO,15,25,SPECIES_SLOWBRO,30,30,SPECIES_SLOWBRO,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_ZUBAT,SPECIES_SLOWPOKE,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D36R0101,5,15,0,25,50,75,5,6,5,6,6,6,5,5,5,6,5,6,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_PARAS,SPECIES_PARAS,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_KAKUNA,SPECIES_KAKUNA,SPECIES_KAKUNA,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_ODDISH,SPECIES_ODDISH,SPECIES_ODDISH,SPECIES_ODDISH,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_PARAS,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_ZUBAT,SPECIES_PARAS,SPECIES_SPOINK,SPECIES_NUMEL,SPECIES_BUDEW,SPECIES_CARNIVINE,10,20,SPECIES_PSYDUCK,5,15,SPECIES_PSYDUCK,10,20,SPECIES_GOLDUCK,10,20,SPECIES_GOLDUCK,10,20,SPECIES_GOLDUCK,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_WEEDLE,SPECIES_PSYDUCK,SPECIES_POLIWAG,SPECIES_MAGIKARP
R34,25,15,0,25,50,75,10,11,10,11,12,12,10,10,13,10,13,10,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_RATTATA,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_RATTATA,SPECIES_DITTO,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_TENTACOOL,10,20,SPECIES_TENTACOOL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,29,29,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_CORSOLA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_CORSOLA,40,40,SPECIES_KRABBY,40,40,SPECIES_KINGLER,40,40,SPECIES_KRABBY,SPECIES_RALTS,SPECIES_TENTACOOL,SPECIES_STARYU,SPECIES_MAGIKARP
R35,25,15,0,25,50,75,12,12,12,12,14,14,10,10,14,10,14,12,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_PIDGEY,SPECIES_DITTO,SPECIES_PIDGEY,SPECIES_YANMA,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_PIDGEY,SPECIES_DITTO,SPECIES_PIDGEY,SPECIES_YANMA,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_DROWZEE,SPECIES_DROWZEE,SPECIES_ABRA,SPECIES_ABRA,SPECIES_HOOTHOOT,SPECIES_DITTO,SPECIES_HOOTHOOT,SPECIES_YANMA,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_PSYDUCK,10,20,SPECIES_PSYDUCK,15,25,SPECIES_GOLDUCK,15,25,SPECIES_GOLDUCK,31,31,SPECIES_GOLDUCK,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_YANMA,SPECIES_PSYDUCK,SPECIES_POLIWAG,SPECIES_MAGIKARP
